t hx hy rawx rawy govx govy vehx vehy draw dgov dveh elag clear
13.96 -1.1569421 0 0.038640198 0.10287328 -1.3925389 1.3986654 -1.3943012 1.3745087 1.2043673 1.4220134 1.3994145 1.9158514 0.83379315
14 -1.1277257 0 0.069031405 0.088161411 -1.3142966 1.3918762 -1.3204808 1.3638439 1.2043673 1.4080055 1.3819777 1.8863215 0.8119305
14.04 -1.0972564 0 0.10034658 0.075810332 -1.2339836 1.3823449 -1.2446629 1.350748 1.2043673 1.3928146 1.3633619 1.8532685 0.78615157
14.08 -1.065568 0 0.13264684 0.06543159 -1.1517064 1.3706238 -1.1668298 1.3354672 1.2043673 1.377105 1.3439106 1.8170598 0.75635066
14.12 -1.0326957 0 0.16596404 0.056699203 -1.0675296 1.3570823 -1.0869807 1.3184417 1.2043673 1.3613691 1.3241873 1.778182 0.72551842
14.16 -0.99867612 0 0.20030907 0.049340818 -0.98149399 1.3419406 -1.0051004 1.3002154 1.2043673 1.345964 1.3048829 1.7371693 0.69686019
14.2 -0.963547 0 0.23567768 0.043129595 -0.8936319 1.3252996 -0.92114527 1.2813055 1.2043673 1.3311403 1.2866858 1.6945118 0.67220885
14.24 -0.92734737 0 0.27205471 0.037876985 -0.80397845 1.3071646 -0.83505056 1.262095 1.2043673 1.3170666 1.2701755 1.6505872 0.65204618
14.28 -0.89011744 0 0.30941691 0.033426475 -0.71258116 1.2874662 -0.74675196 1.2427729 1.2043673 1.3038481 1.2557605 1.6056323 0.63624513
14.32 -0.85189859 0 0.3477351 0.029648227 -0.61950768 1.2660767 -0.65620967 1.2233238 1.2043673 1.2915418 1.2436622 1.5597465 0.62462235
14.36 -0.81273327 0 0.38697553 0.026434557 -0.5248523 1.2428257 -0.56343093 1.2035542 1.2043673 1.2801688 1.2339343 1.51292 0.61705927
14.4 -0.772665 0 0.42710101 0.023696139 -0.42877202 1.2175211 -0.4684791 1.1831359 1.2043673 1.2697234 1.2264966 1.4650636 0.6133901
14.44 -0.73173829 0 0.46807161 0.021358847 -0.3325512 1.1903193 -0.37154455 1.1616814 1.2043673 1.2601734 1.2212133 1.4161033 0.6133393
14.48 -0.68999862 0 0.50984518 0.01936113 -0.2368438 1.161364 -0.27295731 1.1387922 1.2043673 1.2514797 1.2178514 1.3660102 0.61573057
14.52 -0.64749235 0 0.55237782 0.017651849 -0.14168945 1.130641 -0.17318809 1.1141364 1.2043673 1.2435987 1.2161286 1.3148494 0.61950428
14.56 -0.60426671 0 0.59562409 0.016188489 -0.047134859 1.0981195 -0.072764999 1.0874868 1.2043673 1.2364808 1.2157853 1.2627583 0.62422749
14.6 -0.56036973 0 0.63953732 0.01493569 0.046765496 1.0637546 0.027822696 1.0586912 1.2043673 1.2300735 1.2165882 1.2098696 0.62988144
14.64 -0.51585017 0 0.68406974 0.013864037 0.13994842 1.0274889 0.12816216 1.0276296 1.2043673 1.2243229 1.218318 1.1562633 0.63659182
14.68 -0.47075749 0 0.72917264 0.012949069 0.23234085 0.98925312 0.22791122 0.99418375 1.2043673 1.2191756 1.220759 1.1019522 0.64444628
14.72 -0.4251418 0 0.77479648 0.012170468 0.32385851 0.94896696 0.3267742 0.95822497 1.2043673 1.2145797 1.2236944 1.0468883 0.65341734
14.76 -0.37905378 0 0.82089101 0.011511396 0.41440415 0.9065394 0.42447759 0.91961455 1.2043673 1.2104853 1.2269087 0.99097913 0.66336195
14.8 -0.33254462 0 0.86740534 0.010957948 0.50386556 0.86186901 0.52075385 0.87821026 1.2043673 1.2068456 1.2301926 0.93410134 0.67406257
14.84 -0.28566601 0 0.91428807 0.010498717 0.59210547 0.81485251 0.61533417 0.83387333 1.2043673 1.2036165 1.233351 0.87611158 0.68528074
14.88 -0.23847001 0 0.96148728 0.010124435 0.67872864 0.76565997 0.70794075 0.78648792 1.2043673 1.2007543 1.2362171 0.81686847 0.69674894
14.92 -0.19100908 0 1.0089507 0.0098276881 0.7630609 0.71492029 0.79820683 0.73605074 1.2043673 1.1982162 1.2386391 0.75634111 0.70779987
14.96 -0.14333593 0 1.0566256 0.0096026924 0.84449447 0.66345949 0.88558402 0.68282847 1.2043673 1.1959632 1.2404551 0.69477546 0.71728423
15 -0.095503532 0 1.1044593 0.0094451195 0.92260425 0.61215902 0.96936778 0.62745408 1.2043673 1.1939612 1.2414856 0.63276332 0.72397972
15.04 -0.047565031 0 1.1523985 0.0093519688 0.99718906 0.561833 1.0488205 0.57090646 1.2043673 1.1921817 1.241538 0.57118366 0.72709554
15.08 0.00042631532 0 1.2003901 0.0093214784 1.0682494 0.51316771 1.1233329 0.51438859 1.2043673 1.190606 1.2404335 0.51105825 0.72652423
15.12 0.048417188 0 1.2483807 0.0093530734 1.1360158 0.46674677 1.1925573 0.45915658 1.2043673 1.1893162 1.2380479 0.45338828 0.72220089
15.16 0.096354269 0 1.2963171 0.0094473495 1.2008354 0.4230217 1.2564887 0.40637164 1.2043673 1.1884242 1.2343704 0.39903955 0.71498546
15.2 0.1441843 0 1.3441458 0.00960609 1.2630189 0.38228907 1.3154472 0.35700666 1.2043673 1.1879523 1.2295204 0.34869823 0.70688063
15.24 0.19185414 0 1.3918139 0.0098323185 1.3228715 0.34467284 1.3699779 0.31179952 1.2043673 1.1878819 1.223708 0.30286894 0.69953342
15.28 0.23931083 0 1.4392681 0.010130388 1.3806702 0.31017321 1.4207423 0.27123008 1.2043673 1.1881696 1.2171851 0.26187683 0.69366502
15.32 0.28650164 0 1.4864556 0.010506109 1.4366418 0.27872515 1.4684276 0.23552224 1.2043673 1.1887526 1.2102079 0.22587557 0.68919267
15.36 0.33337415 0 1.533324 0.010966926 1.4909708 0.25021894 1.5136772 0.20467743 1.2043673 1.1895622 1.2030106 0.19487272 0.68564196
15.4 0.37987627 0 1.579821 0.011522144 1.5438055 0.22451573 1.5570522 0.17852759 1.2043673 1.1905322 1.1957952 0.16876368 0.68251976
15.44 0.42595635 0 1.6258945 0.01218321 1.5952642 0.20145977 1.5990184 0.15679101 1.2043673 1.1916035 1.1887318 0.147359 0.67949257
15.48 0.47156319 0 1.6714932 0.012964077 1.6454395 0.18088767 1.639952 0.13911947 1.2043673 1.1927262 1.1819664 0.13039167 0.67641392
15.52 0.51664612 0 1.7165658 0.01388164 1.6944025 0.16263562 1.6801529 0.12513205 1.2043673 1.1938601 1.1756291 0.11750244 0.6732852
15.56 0.56115505 0 1.7610618 0.014956284 1.7422061 0.14654484 1.7198586 0.11443687 1.2043673 1.1949744 1.1698394 0.10821773 0.67020329
15.6 0.60504053 0 1.804931 0.016212551 1.788888 0.13246582 1.7592554 0.10664435 1.2043673 1.1960463 1.1647079 0.10194781 0.66731545
15.64 0.64825381 0 1.8481236 0.017679951 1.8344729 0.12026153 1.7984857 0.10137572 1.2043673 1.1970603 1.1603344 0.098025014 0.66478598
15.68 0.69074687 0 1.8905901 0.019393961 1.8789748 0.10981008 1.8376519 0.098269342 1.2043673 1.1980066 1.1568043 0.095772957 0.66277362
15.72 0.73247251 0 1.9322817 0.021397236 1.9223982 0.1010068 1.8768193 0.096986436 1.2043673 1.1988798 1.1541837 0.094575133 0.66141719
15.76 0.77338436 0 1.9731495 0.023741083 1.96474 0.09376625 1.9160175 0.097216742 1.2043673 1.1996783 1.1525158 0.093916599 0.66082704
15.8 0.81343698 0 2.0131446 0.026487255 2.0059898 0.08802409 1.955242 0.098684227 1.2043673 1.200403 1.1518188 0.093394297 0.66108032
15.84 0.85258586 0 2.052218 0.029710125 2.0461316 0.083739067 1.9944567 0.10115263 1.2043673 1.2010567 1.152085 0.09270649 0.66221862
15.88 0.89078751 0 2.0903198 0.033499316 2.0851433 0.080895307 2.0335966 0.10443072 1.2043673 1.2016436 1.1532823 0.091633809 0.66424746
15.92 0.92799949 0 2.1273989 0.037962869 2.1229975 0.079504995 2.0725708 0.10837707 1.2043673 1.2021685 1.1553563 0.090019988 0.66713718
15.96 0.96418046 0 2.1634015 0.043231055 2.1596608 0.079611607 2.1112661 0.11290452 1.2043673 1.2026366 1.1582341 0.087755678 0.67082515
