t x y z hx hy rx ry rz dx dy rzrel acc
6.35 -1.2050759 0 0 0.99357362 0.11318776 -0.01278758 0.13582532 1.3975271 1.1922883 0.13582532 0 2.406801
6.4 -1.1711943 0 0 0.99568686 0.092777522 0.023629913 0.11133303 1.3975271 1.1948242 0.11133303 0 1.979535
6.45 -1.1352797 0 0 0.99707828 0.076386544 0.061214236 0.091663853 1.3975271 1.1964939 0.091663853 0 1.6411376
6.5 -1.0973944 0 0 0.9979998 0.063217131 0.10020537 0.075860558 1.3975271 1.1975998 0.075860558 0 1.3765038
6.55 -1.0576042 0 0 0.99861452 0.052621737 0.14073326 0.063146084 1.3975271 1.1983374 0.063146084 0 1.1714235
6.6 -1.0159781 0 0 0.999028 0.044080052 0.18285553 0.052896063 1.3975271 1.1988336 0.052896063 0 1.0130629
6.65 -0.97258839 0 0 0.9993087 0.037176817 0.22658206 0.044612181 1.3975271 1.1991704 0.044612181 0 0.89025816
6.7 -0.92751043 0 0 0.99950116 0.031582027 0.27189097 0.037898432 1.3975271 1.1994014 0.037898432 0 0.79367913
6.75 -0.88082244 0 0 0.99963451 0.027034086 0.31873897 0.032440903 1.3975271 1.1995614 0.032440903 0 0.71585742
6.8 -0.83260547 0 0 0.99972791 0.023325877 0.36706803 0.027991053 1.3975271 1.1996735 0.027991053 0 0.65106857
6.85 -0.78294321 0 0 0.99979407 0.020293461 0.41680967 0.024352154 1.3975271 1.1997529 0.024352154 0 0.5950966
6.9 -0.73192187 0 0 0.99984144 0.017807028 0.46788786 0.021368434 1.3975271 1.1998097 0.021368434 0 0.5449408
6.95 -0.67963002 0 0 0.99987575 0.015763709 0.52022087 0.01891645 1.3975271 1.1998509 0.01891645 0 0.49852421
7 -0.62615843 0 0 0.99990085 0.014081905 0.57372259 0.016898285 1.3975271 1.199881 0.016898285 0 0.45444185
7.05 -0.57159991 0 0 0.99991939 0.012696832 0.62830336 0.015236198 1.3975271 1.1999033 0.015236198 0 0.41176265
7.1 -0.51604917 0 0 0.99993322 0.011557027 0.68387069 0.013868433 1.3975271 1.1999199 0.013868433 0 0.36988354
7.15 -0.45960265 0 0 0.99994359 0.010621622 0.74032966 0.012745946 1.3975271 1.1999323 0.012745946 0 0.32842705
7.2 -0.40235832 0 0 0.99995141 0.0098582069 0.79758337 0.011829848 1.3975271 1.1999417 0.011829848 0 0.28717278
7.25 -0.34441555 0 0 0.9999573 0.0092411818 0.85553321 0.011089418 1.3975271 1.1999488 0.011089418 0 0.2460154
7.3 -0.28587492 0 0 0.99996171 0.0087504687 0.91407913 0.010500562 1.3975271 1.1999541 0.010500562 0 0.20494712
7.35 -0.22683806 0 0 0.99996497 0.008370527 0.9731199 0.010044632 1.3975271 1.199958 0.010044632 0 0.16407374
7.4 -0.16740744 0 0 0.99996728 0.0080896028 1.0325533 0.0097075233 1.3975271 1.1999607 0.0097075233 0 0.1237123
7.45 -0.10768622 0 0 0.9999688 0.0078991708 1.0922763 0.009479005 1.3975271 1.1999626 0.009479005 0 0.084801855
7.5 -0.047778072 0 0 0.99996963 0.0077935359 1.1521855 0.0093522431 1.3975271 1.1999636 0.0093522431 0 0.051085666
7.55 0.012213011 0 0 0.99996982 0.0077695689 1.2121768 0.0093234827 1.3975271 1.1999638 0.0093234827 0 0.039748684
7.6 0.072182894 0 0 0.99996937 0.0078265629 1.2721461 0.0093918754 1.3975271 1.1999632 0.0093918754 0 0.06411078
7.65 0.13202748 0 0 0.99996827 0.0079662006 1.3319894 0.0095594408 1.3975271 1.1999619 0.0095594408 0 0.10097957
7.7 0.19164288 0 0 0.99996644 0.0081926323 1.3916026 0.0098311588 1.3975271 1.1999597 0.0098311588 0 0.14080852
7.75 0.25092562 0 0 0.99996377 0.008512666 1.4508821 0.010215199 1.3975271 1.1999565 0.010215199 0 0.18161351
7.8 0.30977278 0 0 0.99996007 0.0089360849 1.5097249 0.010723302 1.3975271 1.1999521 0.010723302 0 0.2228307
7.85 0.36808223 0 0 0.9999551 0.0094761072 1.5680283 0.011371329 1.3975271 1.1999461 0.011371329 0 0.26427911
7.9 0.42575273 0 0 0.99994849 0.010150018 1.6256909 0.012180021 1.3975271 1.1999382 0.012180021 0 0.30594271
7.95 0.48268419 0 0 0.99993972 0.010980009 1.6826118 0.01317601 1.3975271 1.1999277 0.01317601 0 0.34792329
8 0.53877777 0 0 0.99992807 0.011994278 1.7386915 0.014393133 1.3975271 1.1999137 0.014393133 0 0.39044836
8.05 0.59393611 0 0 0.9999125 0.013228454 1.7938311 0.015874145 1.3975271 1.199895 0.015874145 0 0.43390959
8.1 0.64806347 0 0 0.99989155 0.014727432 1.8479333 0.017672918 1.3975271 1.1998699 0.017672918 0 0.47892979
8.15 0.70106587 0 0 0.99986308 0.016547729 1.9009016 0.019857274 1.3975271 1.1998357 0.019857274 0 0.52646399
8.2 0.75285132 0 0 0.99982401 0.018760503 1.9526401 0.022512603 1.3975271 1.1997888 0.022512603 0 0.57794325
8.25 0.80332993 0 0 0.99976981 0.021455411 2.0030537 0.025746493 1.3975271 1.1997238 0.025746493 0 0.63546952
8.3 0.85241407 0 0 0.99969378 0.024745528 2.0520466 0.029694634 1.3975271 1.1996325 0.029694634 0 0.70206347
8.35 0.90001854 0 0 0.99958595 0.028773594 2.0995217 0.034528313 1.3975271 1.1995031 0.034528313 0 0.78195428
8.4 0.9460607 0 0 0.99943132 0.033719914 2.1453783 0.040463897 1.3975271 1.1993176 0.040463897 0 0.88088027
8.45 0.99046064 0 0 0.99920718 0.039812281 2.1895092 0.047774737 1.3975271 1.1990486 0.047774737 0 1.0063531
8.5 1.0331413 0 0 0.99887891 0.047338297 2.231796 0.056805957 1.3975271 1.1986547 0.056805957 0 1.167841
8.55 1.0740285 0 0 0.99839351 0.056660473 2.2721007 0.067992567 1.3975271 1.1980722 0.067992567 0 1.376854
8.6 1.1130514 0 0 0.99766933 0.068234287 2.3102546 0.081881144 1.3975271 1.1972032 0.081881144 0 1.6469495
8.65 1.1501422 0 0 0.99658037 0.082629074 2.3460386 0.099154889 1.3975271 1.1958964 0.099154889 0 1.9936662
8.7 1.1852365 0 0 0.99493193 0.1005508 2.3791548 0.12066096 1.3975271 1.1939183 0.12066096 0 2.4343284
8.75 1.2182734 0 0 0.99242347 0.12286436 2.4091815 0.14743723 1.3975271 1.1909082 0.14743723 0 2.9875646
8.8 1.2491955 0 0 0.98859319 0.15061042 2.4355073 0.1807325 1.3975271 1.1863118 0.1807325 0 3.6723057
8.85 1.2779492 0 0 0.98273712 0.18500745 2.4572337 0.22200894 1.3975271 1.1792845 0.22200894 0 4.5060368
8.9 1.3044846 0 0 0.97379612 0.22742279 2.4730399 0.27290735 1.3975271 1.1685553 0.27290735 0 5.5021987
8.95 1.3287555 0 0 0.96020774 0.27928675 2.4810048 0.3351441 1.3975271 1.1522493 0.3351441 0 6.6669471
9 1.35072 0 0 0.93973191 0.34191217 2.4783983 0.4102946 1.3975271 1.1276783 0.4102946 0 7.9959363
9.05 1.3703397 0 0 0.90928526 0.41617341 2.4614821 0.4994081 1.3975271 1.0911423 0.4994081 0 9.4721501
9.1 1.3875808 0 0 0.86486459 0.50200522 2.4254183 0.60240626 1.3975271 1.0378375 0.60240626 0 11.065335
9.15 1.4024132 0 0 0.80169992 0.59772673 2.3644531 0.71727207 1.3975271 0.9620399 0.71727207 0 12.73145
9.2 1.4148112 0 0 0.71482342 0.699305 2.2725993 0.839166 1.3975271 0.8577881 0.839166 0 14.407415
9.25 1.4247533 0 0 0.60020122 0.79984904 2.1449948 0.95981885 1.3975271 0.72024147 0.95981885 0 15.997033
9.3 1.4322222 0 0 0.45636092 0.88979476 1.9798553 1.0677537 1.3975271 0.54763311 1.0677537 0 17.354911
9.35 1.437205 0 0 0.28604335 0.95821668 1.7804571 1.14986 1.3975271 0.34325202 1.14986 0 18.29199
9.4 1.439693 0 0 0.097018823 0.99528255 1.5561156 1.1943391 1.3975271 0.11642259 1.1943391 0 18.62546
9.45 1.4396819 0 0 -0.098747204 0.99511255 1.3211853 1.1941351 1.3975271 -0.11849664 1.1941351 0 18.260843
9.5 1.4371717 0 0 -0.2876535 0.95773455 1.0919876 1.1492815 1.3975271 -0.3451842 1.1492815 0 17.252492
9.55 1.4321668 0 0 -0.45776271 0.88907441 0.88285158 1.0668893 1.3975271 -0.54931525 1.0668893 0 15.790588
9.6 1.4246759 0 0 -0.60134835 0.79898696 0.70305786 0.95878436 1.3975271 -0.72161801 0.95878436 0 14.116934
9.65 1.4147119 0 0 -0.71571252 0.69839501 0.55585685 0.83807401 1.3975271 -0.85885503 0.83807401 0 12.42852
9.7 1.4022921 0 0 -0.8023582 0.5968428 0.43946231 0.71621136 1.3975271 -0.96282984 0.71621136 0 10.831518
9.75 1.3874382 0 0 -0.86533416 0.50119536 0.34903723 0.60143443 1.3975271 -1.038401 0.60143443 0 9.3579463
9.8 1.3701759 0 0 -0.9096106 0.41546186 0.27864319 0.49855424 1.3975271 -1.0915327 0.49855424 0 8.008188
9.85 1.3505352 0 0 -0.93995241 0.34130552 0.22259226 0.40956663 1.3975271 -1.1279429 0.40956663 0 6.7808451
9.9 1.3285501 0 0 -0.96035485 0.27878049 0.17612424 0.33453659 1.3975271 -1.1524258 0.33453659 0 5.6804308
9.95 1.3042588 0 0 -0.97389322 0.22700659 0.13558693 0.27240791 1.3975271 -1.1686719 0.27240791 0 4.7131479
10 1.2777035 0 0 -0.98280082 0.18466876 0.098342534 0.22160252 1.3975271 -1.179361 0.22160252 0 3.8814851
10.05 1.2489303 0 0 -0.98863486 0.15033664 0.062568486 0.18040397 1.3975271 -1.1863618 0.18040397 0 3.181862
10.1 1.2179892 0 0 -0.99245074 0.12264395 0.027048278 0.14717273 1.3975271 -1.1909409 0.14717273 0 2.6050929
10.15 1.1849337 0 0 -0.99494981 0.1003737 -0.0090060279 0.12044844 1.3975271 -1.1939398 0.12044844 0 2.1381765
10.2 1.1498214 0 0 -0.99659215 0.082486858 -0.046089141 0.09898423 1.3975271 -1.1959106 0.09898423 0 1.7662267
10.25 1.1127132 0 0 -0.99767713 0.068120014 -0.084499347 0.081744016 1.3975271 -1.1972126 0.081744016 0 1.4739847
10.3 1.0736735 0 0 -0.99839872 0.056568518 -0.12440499 0.067882222 1.3975271 -1.1980785 0.067882222 0 1.2468115
10.35 1.03277 0 0 -0.99888243 0.047264148 -0.16588893 0.056716978 1.3975271 -1.1986589 0.056716978 0 1.0712819
10.4 0.99007375 0 0 -0.99920956 0.039752337 -0.20897773 0.047702805 1.3975271 -1.1990515 0.047702805 0 0.93554049
10.45 0.94565889 0 0 -0.99943296 0.033671316 -0.25366067 0.04040558 1.3975271 -1.1993196 0.04040558 0 0.82951552
10.5 0.89960249 0 0 -0.99958709 0.028734075 -0.29990202 0.034480891 1.3975271 -1.1995045 0.034480891 0 0.74500326
